point,lat,lon,tipo
SJ061,-23.174294444,-45.916988889,TERMINAL
SJ062,-23.220188889,-45.872566667,TERMINAL
SJ063,-22.995180556,-46.115061111,TERMINAL
SJC02,-23.384838889,-45.693177778,BRG_DIST
SJC03,-23.280175,-45.808358333,TERMINAL
SJC04,-23.262563889,-45.827711111,TERMINAL
SL002,-0.726655556,-47.421738889,TERMINAL
SL003,-0.754652778,-47.500144444,TERMINAL
SL004,-0.78265,-47.57855,TERMINAL
SL005,-0.711536111,-47.379402778,TERMINAL
SL006,-0.659941667,-47.533519444,TERMINAL
SL007,-0.849363889,-47.466766667,TERMINAL
SL017,-2.515266667,-44.177508333,TERMINAL
SL019,-2.450222222,-44.125063889,TERMINAL
SL021,-2.386930556,-44.202666667,TERMINAL
SL022,-2.513522222,-44.047461111,TERMINAL
SL023,-2.372172222,-44.062133333,TERMINAL
SL039,-2.597072222,-44.243469444,TERMINAL
SL041,-2.790461111,-44.270747222,TERMINAL
SL042,-2.663869444,-44.425986111,TERMINAL
SL043,-2.805216667,-44.411311111,TERMINAL
SL044,-2.727163889,-44.348366667,TERMINAL
SL047,-2.450336111,-43.994283333,TERMINAL
SL048,-2.807005556,-44.115391667,TERMINAL
SL049,-2.438177778,-44.30635,TERMINAL
SLI01,-2.596294444,-44.244533333,TERMINAL
SLI02,-2.579625,-44.230722222,BRG_DIST
SM001,-29.694,-54.0095,TERMINAL
SM002,-29.604166667,-53.9275,TERMINAL
SM003,-29.792166667,-53.940666667,TERMINAL
SM004,-29.700333333,-53.894833333,TERMINAL
SM008,-29.729939083,-53.330175833,TERMINAL
SM009,-29.825008333,-53.451644444,TERMINAL
SM011,-29.724102667,-53.444834611,TERMINAL
SM012,-29.6231955,-53.438038056,TERMINAL
SM013,-29.718166944,-53.559480028,TERMINAL
SM014,-29.799036111,-53.822855556,TERMINAL
SM016,-29.615788889,-53.634158333,TERMINAL
SM017,-29.886707972,-53.499529222,TERMINAL
SM018,-29.715863889,-53.603425,TERMINAL
SM019,-29.714052778,-53.637813889,TERMINAL
SM021,-29.707525,-53.761213889,TERMINAL
SM022,-29.708433333,-53.744022222,TERMINAL
SM023,-29.708077778,-53.747841667,TERMINAL
SMA03,-29.7072,-53.765436111,TERMINAL
SMA04,-29.710263889,-53.703883333,TERMINAL
SMA07,-29.712286111,-53.676041667,TERMINAL
SMA16,-29.717372222,-53.599705556,TERMINAL
SMA17,-29.714836111,-53.637875,TERMINAL
SMA38,-29.699863889,-53.903716667,TERMINAL
SMA39,-29.581986111,-53.836030556,TERMINAL
SN002,-2.414555556,-54.744961111,TERMINAL
SN003,-2.430252778,-54.840555556,TERMINAL
SN006,-2.099819444,-54.851847222,TERMINAL
SN008,-2.429536111,-54.836327778,TERMINAL
SN011,-2.425475,-54.811677778,TERMINAL
SN012,-2.415263889,-54.749272222,TERMINAL
SN021,-2.419313889,-54.773922222,TERMINAL
SN361,-2.467166667,-55.0665,TERMINAL
SN362,-2.549833333,-54.9865,TERMINAL
SN363,-2.363333333,-55.016666667,TERMINAL
SN364,-2.451,-54.967833333,TERMINAL
SN366,-2.437666667,-54.885666667,TERMINAL
SN367,-2.377666667,-54.519166667,TERMINAL
SN368,-2.295,-54.599166667,TERMINAL
SN369,-2.4815,-54.569,TERMINAL
SN371,-2.393833333,-54.617833333,TERMINAL
SN372,-2.407166667,-54.7,TERMINAL
SO001,-12.398508333,-55.628041667,TERMINAL
SO002,-12.324833333,-55.587622222,TERMINAL
SO003,-12.236416667,-55.53915,TERMINAL
SO004,-12.249786111,-55.655516667,TERMINAL
SO006,-12.339380556,-55.486536111,TERMINAL
SO008,-12.558563889,-55.715941667,TERMINAL
SO009,-12.633011111,-55.756872222,TERMINAL
SO011,-12.721386111,-55.805491667,TERMINAL
SO012,-12.618369444,-55.858055556,TERMINAL
SO013,-12.708088889,-55.688911111,TERMINAL
SOBID,-2.085666667,-55.391,ICAO
SOFIA,-22.454833333,-49.291833333,ICAO
SORSA,-24.665277778,-40.959166667,ICAO
SOSBU,-17.011622222,-54.993141667,ICAO
SOSGO,-23.547861111,-46.7988,ICAO
SOTLI,-4.243491667,-66.335988889,ICAO
SOTLU,-13.992808333,-52.543338889,ICAO
SOTNU,-22.686408333,-43.418575,ICAO
SOTPI,-23.245444444,-45.626411111,ICAO
SOTVA,-14.470322222,-53.911616667,ICAO
SOVSI,-24.105491667,-47.472188889,ICAO
SOVTA,-25.332655556,-49.237102778,ICAO
SP001,-23.605544776,-46.735557808,DESIGNED
SP002,-23.634302778,-46.651186111,DESIGNED
SP003,-23.664275444,-46.759391444,TERMINAL
SP004,-23.620444444,-46.659558333,TERMINAL
SP005,-23.66673141,-46.628739097,DESIGNED
SP006,-23.705405556,-46.388986111,TERMINAL
SP008,-23.575688889,-46.690938889,TERMINAL
SP011,-22.795725,-47.040536111,TERMINAL
SP012,-22.844569444,-47.089969444,TERMINAL
SP017,-23.591338889,-46.680902778,TERMINAL
SP023,-23.662494444,-46.631652778,TERMINAL
SP031,-22.882666667,-47.059925,TERMINAL
SP032,-23.638586111,-46.777180556,TERMINAL
SP033,-23.836891667,-46.204741667,TERMINAL
SP034,-23.414236111,-47.769058333,TERMINAL
SP036,-23.452794444,-47.670694444,TERMINAL
SP038,-23.624572222,-47.230172222,TERMINAL
SP039,-23.699091667,-47.037880556,TERMINAL
SP044,-23.788803028,-46.541622,TERMINAL
SP046,-23.702369278,-46.601535111,TERMINAL
SP047,-23.668425167,-46.625037917,TERMINAL
SP048,-23.512194056,-46.733022889,TERMINAL
SP049,-23.558744,-46.700880528,TERMINAL
SP052,-23.586944444,-46.681394444,TERMINAL
SP053,-23.690905556,-46.674869444,TERMINAL
SP066,-23.750863889,-46.90385,TERMINAL
SP067,-23.637466667,-47.047588889,TERMINAL
SP069,-23.488138889,-47.236297222,TERMINAL
SP071,-23.444508333,-47.291313889,TERMINAL
SP072,-23.335516667,-47.428502778,TERMINAL
SP073,-23.280891667,-47.497133333,TERMINAL
SP074,-23.598277778,-46.750202778,TERMINAL
SP078,-23.578655556,-46.6897,TERMINAL
SP079,-23.613466667,-46.865002778,TERMINAL
SP081,-23.728036111,-46.816519444,TERMINAL
SP082,-23.575097222,-46.75725,TERMINAL
SP083,-23.627577778,-46.846511111,TERMINAL
SP084,-23.741113889,-47.128036111,TERMINAL
SP086,-23.590713889,-47.161038889,TERMINAL
SP087,-23.149961111,-47.257402778,TERMINAL
SP088,-22.670822222,-47.36135,TERMINAL
SP091,-24.394277778,-46.625619444,TERMINAL
SP092,-22.490269444,-46.731277778,TERMINAL
SP093,-22.553130556,-46.794694444,TERMINAL
SP094,-22.822025,-47.066841667,TERMINAL
SP096,-23.024402778,-47.155855556,TERMINAL
SP097,-23.245855556,-47.107097222,TERMINAL
SP098,-23.644111111,-46.773352778,TERMINAL
SP099,-23.776747222,-46.681358333,TERMINAL
SP101,-23.720363889,-46.720491667,TERMINAL
SP102,-23.720838889,-46.492727778,TERMINAL
SP103,-23.541391667,-46.057536111,TERMINAL
SP104,-23.737138889,-46.647777778,TERMINAL
SP106,-23.789663889,-46.737094444,TERMINAL
SP107,-23.600008333,-46.610055556,TERMINAL
SP108,-23.714638889,-46.448991667,TERMINAL
SP109,-22.785136111,-47.404988889,TERMINAL
SP111,-24.227252778,-46.625727778,TERMINAL
SP112,-23.634241667,-46.649997222,TERMINAL
SP118,-23.822427778,-46.521030556,TERMINAL
SP121,-23.699494444,-46.735247222,TERMINAL
SP122,-23.502480556,-46.801280556,TERMINAL
SP123,-23.580180556,-46.850058333,TERMINAL
SP124,-23.730525,-46.713788889,TERMINAL
SP126,-23.527120724,-46.786905391,DESIGNED
SP127,-23.703569444,-46.667836111,TERMINAL
SP128,-23.708530556,-46.613622222,TERMINAL
SP129,-23.6766,-46.621905556,TERMINAL
SP131,-23.632472222,-46.781397222,TERMINAL
SP132,-23.558266667,-46.717602778,TERMINAL
SP137,-23.761925,-46.562769444,TERMINAL
SP138,-23.605544444,-46.735558333,TERMINAL
SP139,-23.578647222,-46.689675,TERMINAL
SP401,-23.479738889,-46.858408333,TERMINAL
SP603,-23.45255,-46.963102778,TERMINAL
SPRIN,-4.599666667,-69.793833333,ICAO
SQ002,1.704383333,-69.301361111,TERMINAL
SQ003,1.708311111,-69.218230556,TERMINAL
SQ004,1.712236111,-69.135102778,TERMINAL
SQ006,1.624661111,-69.214327778,TERMINAL
SR361,-20.977861111,-49.621805556,OTHER:ADHP
SR362,-21.005111111,-49.523861111,OTHER:ADHP
SR363,-20.882083333,-49.628027778,OTHER:ADHP
SR364,-20.925805556,-49.552138889,OTHER:ADHP
SR366,-20.873694444,-49.4825,OTHER:ADHP
SR368,-20.655805556,-49.192138889,OTHER:ADHP
SR369,-20.62875,-49.289916667,OTHER:ADHP
SR371,-20.751555556,-49.185666667,OTHER:ADHP
SR372,-20.708027778,-49.261583333,OTHER:ADHP
SR373,-20.760194444,-49.331055556,OTHER:ADHP
SR381,-20.781055556,-49.358863889,TERMINAL
ST002,-24.018648556,-46.259577306,TERMINAL
ST003,-24.120598361,-46.218573667,TERMINAL
ST004,-24.230383583,-46.174340361,TERMINAL
ST005,-23.982777778,-46.273988889,TERMINAL
ST006,-24.161108333,-46.33823775,TERMINAL
ST007,-24.079993528,-46.098985083,TERMINAL
ST008,-24.179583333,-46.279108333,TERMINAL
ST009,-24.11898925,-46.862734361,TERMINAL
ST011,-24.055160361,-46.063097417,TERMINAL
ST012,-24.101619444,-47.026705556,TERMINAL
ST014,-23.980002778,-46.211286111,TERMINAL
ST016,-23.927205556,-46.147461111,TERMINAL
ST018,-24.026869833,-46.359887806,TERMINAL
ST019,-23.995169444,-46.475436111,TERMINAL
ST022,-23.937525,-46.387013889,TERMINAL
ST023,-23.97605,-46.337869444,TERMINAL
ST024,-23.863,-46.41,TERMINAL
ST026,-23.917197222,-46.459697222,TERMINAL
ST027,-23.924130278,-46.118642167,TERMINAL
STM04,-2.412869444,-54.734155556,TERMINAL
STN01,-23.499974306,-46.825952889,TERMINAL
STN02,-23.507969944,-46.763084722,TERMINAL
SUBKA,-7.983302778,-35.056352778,ICAO
SUBLU,-3.338708333,-52.57665,ICAO
SUBMO,-5.798818833,-35.188166306,ICAO
SUBMU,-10.653291667,-42.196261111,ICAO
SUBRI,-19.186358333,-44.272441667,ICAO
SUBVA,-23.325047222,-52.117461111,ICAO
SUBVI,-3.106444444,-41.773777778,ICAO
SUCRE,-22.876972222,-47.023633333,ICAO
SUDBA,-27.4232,-48.996144444,ICAO
SUDKI,-10.430173159,-41.075734355,ICAO
SUDRO,-7.592988889,-49.723522222,ICAO
SUGLU,0.599666667,-69.183833333,ICAO
SUKDA,-19.7515,-44.452,ICAO
SUKDI,-29.283091667,-50.357130556,ICAO
SUKSI,-21.779497222,-51.577772222,ICAO
SUKSU,-29.793011111,-50.918586111,ICAO
SULGI,-20.727953083,-44.114799806,ICAO
SULMU,-21.620738889,-41.614163889,ICAO
SULPI,-27.842241667,-48.707519444,ICAO
SUMPO,-24.679066667,-49.386641667,ICAO
SUMTA,-8.506213889,-35.204477778,ICAO
SUMVA,1.696827778,-57.599847222,ICAO
SUNBU,-22.978927778,-45.994305556,ICAO
SUNDU,2.952430556,-60.879083333,ICAO
SUNSI,-22.856111111,-43.468066667,ICAO
SUPDU,-25.075591667,-49.062947222,ICAO
SUPNI,-28.851477778,-50.889044444,ICAO
SURBU,-23.705247222,-46.602061111,ICAO
SURCA,-3.438541667,-64.649783333,ICAO
SURDI,-1.296555556,-48.620280556,ICAO
SURDO,-23.158477778,-43.995269444,ICAO
SURKU,-23.133705556,-43.461227778,ICAO
SURLO,-19.7997,-43.799588889,ICAO
SURNA,-22.371130556,-43.484769444,ICAO
SURPA,-5.968586111,-40.220505556,ICAO
SUSBU,-3.470158333,-59.983208333,ICAO
SUSKI,-29.777171694,-52.194964417,ICAO
SUSKO,-1.158833333,-48.886833333,ICAO
SUSLI,-3.177847222,-59.466347222,ICAO
SUSNO,-3.943083333,-60.335463889,ICAO
SUSTU,-4.428316667,-69.926069444,ICAO
SV001,-12.906066667,-38.310069444,DESIGNED
SV021,-12.847819444,-38.069163889,TERMINAL
SV023,-12.185205556,-38.548655556,TERMINAL
SV024,-12.733133333,-38.584636111,TERMINAL
SV027,-12.872130556,-38.141147222,TERMINAL
SV028,-13.148494444,-38.603180556,TERMINAL
SV031,-12.505788889,-38.423258333,TERMINAL
SV032,-12.363502778,-38.643225,TERMINAL
SV043,-12.722344444,-39.014705556,TERMINAL
SV044,-12.7804,-38.565225,TERMINAL
SV051,-12.661980556,-38.399925,TERMINAL
SV052,-12.7726,-38.444377778,TERMINAL
SV053,-12.705005556,-38.494672222,TERMINAL
SV054,-12.840194444,-38.394072222,TERMINAL
SV058,-12.310227778,-38.470625,TERMINAL
SV061,-12.224813889,-39.261025,TERMINAL
SV062,-12.548794444,-38.830380556,TERMINAL
SV071,-12.515794444,-38.570347222,TERMINAL
SV076,-12.818927778,-38.386688889,TERMINAL
SV078,-13.003391667,-38.284422222,TERMINAL
SV079,-12.015466667,-37.185180556,TERMINAL
SV081,-12.431633333,-39.268302778,TERMINAL
SV082,-13.110502778,-38.192597222,TERMINAL
SV083,-12.807088889,-38.327466667,TERMINAL
SV091,-12.838794444,-37.975772222,TERMINAL
SVD11,-12.923344444,-38.385788889,TERMINAL
SVD13,-12.921341667,-38.386255556,TERMINAL
SVD15,-12.921363889,-38.38625,TERMINAL
SVD16,-12.904547222,-38.310361111,BRG_DIST
SVD17,-12.910072222,-38.335263889,BRG_DIST
SVD27,-13.110530556,-38.398352778,TERMINAL
SVD29,-13.590477778,-38.577058333,TERMINAL
SVD31,-12.951386111,-38.538463889,TERMINAL
SVD33,-13.124513889,-38.557477778,TERMINAL
SVD42,-12.483527778,-38.045430556,TERMINAL
SVD47,-13.003838889,-38.630888889,TERMINAL
SVD48,-12.932344444,-38.645327778,TERMINAL
SVD51,-12.688827778,-38.317230556,TERMINAL
SVD75,-12.797677778,-38.470797222,TERMINAL
SVD98,-12.681286111,-39.089358333,TERMINAL
TA001,-22.927194444,-45.479975,TERMINAL
TA002,-22.967180556,-45.431380556,TERMINAL
TA003,-23.005216667,-45.467813889,TERMINAL
TA004,-23.147422222,-45.571725,TERMINAL
TA006,-23.108527778,-45.611466667,TERMINAL
TA007,-23.074077778,-45.572055556,TERMINAL
TA013,-23.015472222,-45.435033333,TERMINAL
TA014,-23.017975,-45.480119444,TERMINAL
TA016,-23.060272222,-45.549419444,TERMINAL
TALIX,-14.282641667,-53.370747222,ICAO
TAMAR,-1.304333333,-49.13933333,ICAO
TASIL,4.005,-29.99,ICAO
TAU01,-23.025913889,-45.485780556,TERMINAL
TAU02,-23.035141667,-45.510983333,TERMINAL
TAU03,-23.00745,-45.435386111,TERMINAL
TAU06,-23.020805556,-45.489044444,TERMINAL
TAU08,-23.041297222,-45.519702778,TERMINAL
TAU09,-23.062847222,-45.547341667,BRG_DIST
TB001,-1.516883333,-56.483075,TERMINAL
TB002,-1.541908333,-56.562486111,TERMINAL
TB003,-1.637808333,-56.532641667,TERMINAL
TB004,-1.446008333,-56.592302778,TERMINAL
TB006,-1.566930556,-56.6419,TERMINAL
TB007,-1.462494444,-56.310519444,TERMINAL
TB008,-1.437458333,-56.231113889,TERMINAL
TB009,-1.533355556,-56.201258333,TERMINAL
TB011,-1.341563889,-56.260969444,TERMINAL
TB012,-1.412422222,-56.151711111,TERMINAL
TBT01,-4.248058333,-69.943477778,TERMINAL
TBT02,-4.257452778,-69.925594444,TERMINAL
TC001,-15.612663889,-38.970777778,TERMINAL
TC002,-15.539888889,-39.0828,TERMINAL
TC003,-15.518933333,-38.876775,TERMINAL
TC004,-15.446208333,-38.988777778,TERMINAL
TC006,-15.529436111,-38.979780556,TERMINAL
TC007,-15.399519444,-38.993822222,TERMINAL
TC009,-15.096197222,-39.026530556,TERMINAL
TC011,-15.18985,-39.120413889,TERMINAL
TC012,-15.168961111,-38.914725,TERMINAL
TC013,-15.262661111,-39.008591667,TERMINAL
TC014,-15.179427778,-39.017563889,TERMINAL
TC016,-15.300897222,-39.004466667,TERMINAL
TCA10,-22.5504,-48.3724,OTHER
TCA11,-8.474038889,-63.8088,OTHER
TCA12,-7.71595,-72.4839,OTHER
TCA13,-16.6043,-49.27,OTHER
TCA14,-22.99,-47.155,OTHER
TCA15,-24.1687,-47.2797,OTHER
TCA16,-23.3065,-46.3871,OTHER
TCA17,-22.7076,-49.8016,OTHER
TCA18,-22.8811,-47.0402,OTHER
TCA19,-23.5736,-46.6931,OTHER
TCA20,-23.5697,-46.6948,OTHER
TCA21,-23.5088,-46.8203,OTHER
TCA22,-23.3332,-46.5792,OTHER
TCA23,-23.576805556,-46.691,TERMINAL
TCA25,-23.4884,-46.78,TERMINAL
TCA26,-20.5358,-44.2834,TERMINAL
TCA27,-22.1972,-42.8175,TERMINAL
TCA28,-24.0306,-44.0098,TERMINAL
TCA29,-22.8172,-46.3042,TERMINAL
TCA30,-24.5352,-47.5971,TERMINAL
TCA31,-23.4993,-46.4118,TERMINAL
TCA32,-22.9114,-43.1625,TERMINAL
TCA33,-23.4988,-46.7493,TERMINAL
TCA34,-22.9095,-44.9501,TERMINAL
TCA35,-22.9548,-43.138,TERMINAL
TCA36,-23.6222,-46.5782,TERMINAL
TCA37,-16.3424,-47.3132,TERMINAL
TCA38,-23.6749,-46.6645,TERMINAL
TCA39,-20.0983,-40.1978,TERMINAL
TCA40,-23.4408,-45.6475,TERMINAL
TCA41,-18.9454,-42.7499,TERMINAL
TCA42,-23.4252,-46.4499,TERMINAL
TCA43,-22.8937,-47.1146,TERMINAL
TCA44,-18.4042,-45.6093,TERMINAL
TCA45,-23.5831,-46.6866,TERMINAL
TCA46,-22.9109,-43.1825,OTHER
TCA47,-23.1654,-45.8492,OTHER
TCA48,-23.4679,-46.5979,OTHER
TCA49,-23.1179,-45.794,OTHER
TCA50,-6.15845,-50.2152,OTHER
TCA51,-27.3794,-49.0788,OTHER
TCA52,-23.5684,-46.4315,OTHER
TCA53,-24.0306,-44.0098,OTHER
TCA54,-23.3522,-46.4082,OTHER
TCA55,-23.4213,-46.0356,OTHER
TCA56,-23.4475,-45.9896,OTHER
TCA57,-23.446,-45.9886,OTHER
TCA58,-23.5818,-46.6875,OTHER
TCA59,-23.5815,-46.6878,OTHER
TCA60,-24.6523,-46.8913,OTHER
TCA61,-26.4212,-48.3204,OTHER
TCA62,-23.5704,-46.8183,OTHER
TCA63,-23.4936,-46.7517,OTHER
TCA64,-23.3825,-46.4822,OTHER
TCA65,-22.9571,-43.1773,OTHER
TCA66,-23.5421,-47.3203,OTHER
TCA67,-21.7888,-44.2868,OTHER
TCA68,-22.3111,-42.9225,OTHER
TCA69,-23.6431,-46.8096,OTHER
TCA70,-22.9094,-43.162,OTHER
TCA71,0.045577778,-51.0543,OTHER
TCA72,-23.6374,-46.3453,OTHER
TCA73,-23.5693,-46.6922,OTHER
TCA74,-17.0172,-46.7344,OTHER
TCA75,-23.5062,-44.0104,OTHER
TCA76,-23.5723,-46.6935,OTHER
TCA77,-29.0923,-50.0454,OTHER
TCA78,-16.0836,-47.9995,OTHER
TCA79,-23.5485,-46.8231,OTHER
TCA80,-23.6769,-46.6791,TERMINAL
TCA81,-23.664,-46.6437,TERMINAL
TCA82,-23.6765,-46.6483,TERMINAL
TCA83,-23.5322,-46.5737,TERMINAL
TCA84,-23.5113,-46.393,TERMINAL
TCA85,-23.4993,-46.5764,TERMINAL
TCA86,-22.7025,-47.5691,TERMINAL
TCA87,-28.5816,-49.9356,TERMINAL
TCA88,-29.0611,-50.537,TERMINAL
TCAS1,-16.0796,-47.9773,OTHER
TCAS2,-22.6134,-46.2968,OTHER
TCAS3,-21.6459,-48.2271,OTHER
TCAS4,-20.8437,-47.3621,OTHER
TCAS5,-23.4567,-46.3656,OTHER
TCAS6,-22.933647222,-46.497275,OTHER
TCAS7,-23.0324,-45.4764,OTHER
TCAS8,-25.614,-52.8137,OTHER
TCAS9,-28.7955,-50.7775,OTHER
TD002,-24.776775,-53.6987,TERMINAL
TD003,-24.848594444,-53.745569444,TERMINAL
TD004,-24.726619444,-53.697961111,TERMINAL
TD005,-24.731636111,-53.698036111,TERMINAL
TD006,-24.797275,-53.840013889,TERMINAL
TD012,-24.595777778,-53.696036111,TERMINAL
TD013,-24.512186111,-53.694808333,TERMINAL
TD015,-24.640916667,-53.6967,TERMINAL
TD016,-24.411875,-53.693336111,TERMINAL
TD017,-24.5108,-53.804441667,TERMINAL
TD018,-24.513494444,-53.585172222,TERMINAL
TE001,-5.069338889,-42.823802778,TERMINAL
TE002,-5.152202778,-42.807747222,TERMINAL
TE003,-4.966536111,-42.829386111,TERMINAL
TE005,-4.966538889,-42.829386111,TERMINAL
TE006,-5.050211111,-42.825677778,TERMINAL
TE007,-5.070077778,-42.823658333,TERMINAL
TE008,-5.102958333,-42.817288889,TERMINAL
TE009,-5.004969444,-42.827655556,TERMINAL
TE361,-5.2805,-42.895333333,TERMINAL
TE362,-5.336388889,-42.79475,TERMINAL
TE363,-5.260777778,-42.707972222,TERMINAL
TE364,-5.236444444,-42.805222222,TERMINAL
TE366,-5.153166667,-42.813944444,TERMINAL
TE367,-4.883555556,-42.842166667,TERMINAL
TE368,-4.8395,-42.752138889,TERMINAL
TE369,-4.783611111,-42.852638889,TERMINAL
TE371,-4.859222222,-42.939388889,TERMINAL
TE372,-4.966833333,-42.833472222,TERMINAL
TE373,-5.022802778,-43.063955556,TERMINAL
TECLA,-2.937097222,-60.475605556,ICAO
TEDAX,-4.895344444,-47.485008333,ICAO
TEDEP,-12.250072222,-47.76035,ICAO
TEDER,-19.329169444,-45.486961111,ICAO
TEDOL,-19.815038889,-41.527880556,ICAO
TEDOM,-15.125825,-55.823783333,ICAO
TEDUB,-15.832736111,-47.8,ICAO
TEDUG,-25.404833333,-49.314166667,ICAO
TEGAD,-12.957444444,-54.137522222,ICAO
TEGEP,-3.259444444,-44.233111111,ICAO
TEGET,-27.523855556,-52.820594444,ICAO
TEGIR,-21.165382989,-40.409676137,ICAO
TEGOM,-20.266591667,-44.180877778,ICAO
TEGUK,-19.674252778,-46.943741667,ICAO
TEKED,-2.853958333,-60.228025,ICAO
TEKIR,-19.849444444,-20.774722222,ICAO
TEKIT,-2.541291667,-44.198494444,ICAO
TELEG,-6.094555556,-44.201363889,ICAO
TELIB,-13.465705556,-39.125630556,ICAO
TELIS,-4.304833333,-31.18166667,ICAO
TELOS,-9.2585,-56.38416667,ICAO
TEMEK,-30.57466667,-51.55033333,ICAO
TEMEV,-12.283233333,-38.080877778,ICAO
TEMIX,-10.862416667,-44.149477778,ICAO
TEMUN,-10.029741667,-43.773386111,ICAO
TEMUP,-13.306,-35.89316667,ICAO
TEMUT,-12.911286435,-51.694212215,ICAO
TENAM,-6.842308333,-39.8651,ICAO
TENEK,-16.547666667,-49.905166667,ICAO
TENEN,-22.3995,-39.665833333,ICAO
TENID,-15.3705,-56.7365,ICAO
TENOK,-8.772775,-35.180594444,ICAO
TENOL,-29.716447222,-51.184547222,ICAO
TENUB,-4.474383333,-37.968158333,ICAO
TEPAB,-23.823245187,-46.679295212,ICAO
TEPAV,-11.006525,-42.116236111,ICAO
TEPEM,-2.561833333,-59.65516667,ICAO
TEPOG,-0.98263956,-47.946006254,ICAO
TEPOL,-22.718461111,-43.321858333,ICAO
TEPUK,2.384654723,-56.019789662,ICAO
TERAB,-15.132916667,-56.542652778,ICAO
TERAT,-18.411702778,-40.707405556,ICAO
TEREB,-30.219025,-51.602,ICAO
TERER,-25.045094444,-51.004447222,ICAO
TERET,-4.017161111,-55.333272222,ICAO
TEREX,-14.861069444,-56.0364,ICAO
TERIN,-4.299902778,-38.520588889,ICAO
TERIP,-27.447927778,-50.374477778,ICAO
TEROR,-8.209108333,-35.115377778,ICAO
TERUN,-22.489861111,-54.917861111,ICAO
TESAG,-19.438333333,-43.6565,ICAO
TESEK,-18.8455,-50.83916667,ICAO
TESEV,-2.033538889,-52.764591667,ICAO
TESIB,-26.184108333,-48.691880556,ICAO
TF002,-3.313527778,-64.786652778,TERMINAL
TF003,-3.251438889,-64.842563889,TERMINAL
TF004,-3.189347222,-64.898469444,TERMINAL
TF006,-3.177394444,-64.803644444,TERMINAL
TF007,-3.283008333,-64.919736111,TERMINAL
TF008,-3.514522222,-64.605586111,TERMINAL
TF009,-3.452444444,-64.661519444,TERMINAL
TF010,-3.343277778,-64.751052778,TERMINAL
TF011,-3.576594444,-64.549644444,TERMINAL
TF012,-3.482930556,-64.528405556,TERMINAL
TF013,-3.588569444,-64.644508333,TERMINAL
TF014,-3.43355,-64.678544444,TERMINAL
TF016,-3.347052778,-64.756458333,TERMINAL
TF017,-3.413019444,-64.689130556,TERMINAL
TF071,-3.39215,-64.721305556,TERMINAL
TF072,-3.39185,-64.721769444,TERMINAL
TF101,-17.524958333,-39.574380556,TERMINAL
TF102,-17.525461111,-39.487177778,TERMINAL
TF103,-17.525925,-39.399972222,TERMINAL
TF104,-17.625861111,-39.487733333,TERMINAL
TF106,-17.425061111,-39.486622222,TERMINAL
TFE01,-3.377461111,-64.733386111,TERMINAL
TFE02,-3.43355,-64.678544444,TERMINAL
TFE06,-3.393127778,-64.719797222,BRG_DIST
TG002,-20.697441667,-51.602819444,TERMINAL
TG003,-20.647613889,-51.531441667,TERMINAL
TG004,-20.597708333,-51.460141667,TERMINAL
TG006,-20.728183333,-51.467838889,TERMINAL
TG007,-20.567025,-51.594983333,TERMINAL
TG008,-20.805230556,-51.757530556,TERMINAL
TG009,-20.854963889,-51.829055556,TERMINAL
TG011,-20.904666667,-51.900630556,TERMINAL
TG012,-20.271469444,-51.892527778,TERMINAL
TG013,-20.935683333,-51.765583333,TERMINAL
THR24,-1.370277778,-48.466944444,TERMINAL
TIDNI,-25.450475,-48.691919444,ICAO
TIDNO,-19.651704126,-41.431547665,ICAO
TIGBU,-21.37255866,-40.953937537,ICAO
TIGVO,-11.482,-40.222505556,ICAO
TIKBA,1.064033333,-56.080727778,ICAO
TIKDU,-16.704772222,-49.052138889,ICAO
TIKSO,-18.756630556,-48.398077778,ICAO
TILBA,-24.975241667,-50.670494444,ICAO
TILKU,-8.211497222,-48.241591667,ICAO
TILPO,-22.550075,-55.707161111,ICAO
TILTO,-0.470930556,-50.240469444,ICAO
TIMBO,-21.547247222,-41.598536111,ICAO
TIMRI,-12.854375,-38.499705556,ICAO
TIMRU,-23.484761111,-48.065977778,ICAO
TIMVI,-28.901188889,-49.814344444,ICAO
TINGA,-24.807463889,-48.934261111,ICAO
TINSI,-15.589013889,-47.995002778,ICAO
TIPDA,-7.627675,-38.453402778,ICAO
TIPLA,-15.515225,-55.975238889,ICAO
TIPLI,-19.233508333,-44.348063889,ICAO
TIPNU,-7.770133333,-43.487469444,ICAO
TIPTO,-1.608325,-61.167544444,ICAO
TIPTU,-16.128833333,-48.6605,TERMINAL
TIRKU,-12.715061111,-38.296172222,ICAO
TIRNO,-29.890744444,-51.818880556,ICAO
TIRTU,-15.365157083,-60.333532722,ICAO
TISDI,-24.790111111,-50.453819444,ICAO
TISGA,-29.531433333,-50.908697222,ICAO
TISKU,-21.659236111,-41.257219444,ICAO
TISLO,-19.563666667,-44.174166667,ICAO
TISVA,-22.583744444,-42.250538889,ICAO
TITMU,-24.053566667,-44.580313889,ICAO
TITRO,-8.027938889,-38.941880556,ICAO
TITVO,-21.939958333,-49.585622222,ICAO
TIVRO,-23.335758333,-43.385244444,ICAO
TIVTO,-28.956666667,-51.055833333,ICAO
TK001,-8.221908333,-70.723608333,TERMINAL
TK002,-8.284372222,-70.667638889,TERMINAL
TK003,-8.217455556,-70.592405556,TERMINAL
TK004,-8.351275,-70.7429,TERMINAL
