icao,name,longitude,latitude,elevation
SJIC,Pedro da Costa Lima Airport,-52.76981,-21.244874,1444
SJID,Fazenda Goiaba Airport,-52.63138961791992,-19.917221069335938,1549
SJIF,Fazenda Nova Era Airport,-54.749171,-23.407549,1247
SJIG,Edifício Times Square Business Helipad,-47.810558,-21.206323,2238
SJIL,Fazenda Santa Bárbara Airport,-55.8425,-19.091111,440
SJIR,Engenheiro Joaquim Martins Airport,-40.878315,-13.31104,1733
SJIW,Helicenter Alphaville Heliport,-46.828505,-23.475312,2723
SJIX,Marina Porto Imperial Heliport,-44.715493,-23.230926,10
SJIZ,Módulo Aguapei Airport,-59.234167,-15.826944,1129
SJJB,Fazenda Cacique Airport,-52.77758,-20.769296,1421
SJJE,Jequié Heliport,-40.103595,-13.840653,709
SJJF,Pousada do Rio Roosevelt Airport,-60.955747,-8.49523,335
SJJG,Fazenda Tanguru Airport,-52.38028,-12.721846,1050
SJJJ,Fazenda Juliana Airport,-61.089262,-12.682861,1161
SJJK,Fazenda Taquaral Airport,-56.7383,-10.028889,980
SJJL,Fazenda Campo Aberto Airport,-45.965409,-11.787449,2418
SJJN,Fazenda Shangri-lá Airstrip,-56.325556,-10.282778,1096
SJJO,João de Oliveira Bueno Airport,-47.120251,-13.192744,1431
SJJR,Fazenda Recreio Airport,-44.203892,-21.71417,3796
SJJS,BS Colway Heliport,-49.102677,-25.461476,2986
SJJT,Fazenda Vale Verde Airport,-49.754587,-9.957995,581
SJJU,Fazenda Barra Mansa Airport,-60.15419,-14.045111,725
SJJX,Maca Aero Airport,-48.958611,-2.898056,179
SJJY,Indaiaúba Heliport,-45.309205,-23.908788,325
SJJZ,Ilha de Terrapleno Heliport,-52.072953,-32.032855,10
SJKA,Aerocampo Airport,-57.900965,-13.62797,1798
SJKB,Fazenda Adelaide Airport,-58.025833,-13.087501,1538
SJKD,Helisilva Heliport,-48.62111282348633,-27.02638816833496,10
SJKF,Lago Azul Heliport,-47.582517,-23.508973,2008
SJKH,Boa Fé Airport,-56.339181,-7.42367,883
SJKI,Hangar Comandante Salomão Alcolumbre Airport,-51.012373,0.208793,66
SJKJ,Fazenda Mangabas Airport,-53.809748,-17.440417,2592
SJKL,Canã Airport,-60.078414,4.620442,994
SJKM,Canawapai Airport,-60.026486,4.812213,1886
SJKN,Caracanã Airport,-60.267033,4.700648,1988
SJKO,Cararuau Airport,-60.165075,4.062941,594
SJKP,Caraparu Airport,-60.463032,4.542682,1194
SJKQ,Caramambataí (Mapae) Airport,-60.588872,5.129066,1989
SJKS,Catrimani I Airport,-63.008952,2.375485,1092
SJKT,Contão Airport,-60.546974,4.173141,381
SJKU,Cumaipá Airport,-60.470941,4.815093,2188
SJKV,Cumanã I Airport,-60.777175,4.467722,1587
SJKW,Cumanã II Airport,-60.826435,4.425608,1191
SJKX,Cutia Airport,-59.747576,4.166814,505
SJKY,Comeri Santos Helipad,-46.325387,-23.952249,66
SJKZ,Estevão Airport,-60.436378,4.444776,994
SJLA,Flechal Airport,-60.290176,4.666607,2076
SJLB,Fazenda Chaparral Airport,-57.773998,-15.570615,571
SJLC,Hakoma Airport,-63.577944,2.722243,2335
SJLD,Fazenda Porto do Campo Airport,-57.711388,-15.715556,433
SJLE,Halikato-u Airport,-63.202282,3.223961,994
SJLH,Jacamim Airport,-59.78390121459961,2.176110029220581,495
SJLI,Fazenda Lilliani Airport,-46.974998474121094,-4.213611125946045,958
SJLJ,Jatapuzinho Airport,-59.22169876098633,0.5972219705581665,397
SJLK,Lago Grande I Airport,-60.352500915527344,3.442780017852783,298
SJLL,Maturucá Airport,-60.10029983520508,4.460830211639404,1493
SJLM,Leão de Ouro Airport,-61.42779922485352,4.151669979095459,298
SJLN,Maloquinha Airport,-60.590599060058594,4.726940155029297,1890
SJLO,Manalaí Airport,-60.37889862060547,5.084169864654541,2189
SJLP,Manoá-Pium Airport,-60.09529876708984,2.9800000190734863,348
SJLQ,Maracanã Airport,-60.016700744628906,4.364999771118164,1791
SJLR,Cambiju Heliport,-49.918208,-25.246976,3330
SJLS,Marupá Airport,-59.8213996887207,2.1252799034118652,495
SJLT,Milho Airport,-60.40779876708984,3.3855600357055664,358
SJLU,Missão Catrinami Airport,-62.286399841308594,1.7408299446105957,397
SJLV,Morro Airport,-59.970001220703125,4.35722017288208,1792
SJLW,Mudubim I Airport,-60.48970031738281,4.421669960021973,1493
SJLX,Mutum Airport,-59.85390090942383,4.453060150146484,1792
SJLY,Helicentro BH Heliport,-43.962353,-20.047227,4401
SJMA,Fazenda Mundo Acabado Airport,-54.930143,-17.939595,574
SJMB,Fazenda Mombaça Heliport,-44.289015,-23.016399,128
SJMC,Monte Carlo Trade Center Heliport,-46.85197,-23.493146,2759
SJMD,Paapiu Novo Airport,-62.95029830932617,2.7227799892425537,696
SJME,Mato Grosso Airport,-60.903099,4.57056,2783
SJMF,Pacu Airport,-60.222198486328125,4.1638898849487305,994
SJMH,Palimiú Airport,-62.97123,3.329557,896
SJMI,Parafuri Airstrip,-63.849808,3.282719,1988
SJMJ,Pedra Branca Airport,-60.269018,4.455811,1489
SJMK,Pedra Preta Airport,-60.476604,4.711271,2188
SJML,Piolho Airport,-60.734148,4.702439,2287
SJMM,Pipi Airport,-60.319226,4.931882,2585
SJMN,Raposa Airport,-60.092908,3.809596,495
SJMO,Santa Isabel Airport,-60.864053,4.46907,1194
SJMP,Santa Liberdade Airstrip,-60.259441,4.288972,1890
SJMQ,Santa Maria de Normândia Airstrip,-60.141154,4.173909,847
SJMR,Maragogipe Airport,-54.300302,-23.457518,998
SJMS,Mineração Serra Grande Heliport,-49.968041,-14.57481,1267
SJMT,São Miguel Cachoeirinha Airport,-60.9906005859375,4.4902801513671875,1194
SJMU,Sauparú Airport,-60.4356002808,4.98971986771,2287
SJMV,Serra do Sol Airport,-60.47529983520508,4.942500114440918,2480
SJMW,Socó Airport,-60.17689895629883,4.46999979019165,1690
SJMX,Suapi Airport,-60.858299255371094,4.57528018951416,2487
SJMY,Monte Rey Heliport,-51.142012,-29.135182,2795
SJMZ,Fazenda Mizote Airport,-46.006204,-12.95748,2701
SJNA,Clube de Esportes Aéreos e Náuticos do Pará Airport,-48.43,-1.267222,17
SJNB,Ubaru Airport,-60.80220031738281,4.501669883728027,1194
SJNC,Uraricoera Airport,-62.230371,3.147511,794
SJNE,Wapum Airport,-59.957199,1.99,495
SJNF,Wilimon Airport,-60.17610168457031,4.635000228881836,1739
SJNG,Xidea Airport,-63.871121,2.611256,1988
SJNK,Fazenda Três Perobas Airport,-61.639999,-12.081667,1119
SJNL,Fazenda Reata Airport,-57.583187,-13.626771,1791
SJNM,Fazenda Santa Luzia Airport,-55.940962,-13.993894,1526
SJNO,Fazenda Nazaré Airport,-57.123735,-18.672115,348
SJNP,Novo Progresso Airport,-55.400833,-7.125833,794
SJNQ,Destilaria Medasa Airport,-40.156317,-17.491096,656
SJNU,Fazenda Campo Alto Airport,-51.713889,-13.038091,1099
SJNV,Fazenda São Francisco Airport,-50.256111,-18.431389,1857
SJNW,Fazenda Nhandu Airport,-55.216341,-9.632569,1103
SJNX,Cosmos Aviação Agrícola Airport,-52.63028,-18.408056,2730
SJNY,Iberostar Praia do Forte Heliport,-37.990776,-12.549641,33
SJNZ,Fazenda Três Lagoas Airport,-58.727975,-13.258413,1755
SJOA,Fazenda Fortaleza Heliport,-45.471429,-23.178892,2155
SJOC,Hotel Paradise Heliport,-48.964466,-21.110785,1952
SJOE,Haras Cachoeira Heliport,-47.42483,-23.24671,1745
SJOG,Ariquemes Airport,-63.047115,-9.880436,466
SJOH,Juruti Airport,-56.090279,-2.186667,108
SJOJ,Simasa Airport,-47.390409,-4.870714,656
SJOL,RS Morizono Heliport,-46.83610916137695,-23.508056640625,2362
SJOO,Doutor João Osmar de Oliveira Airport,-59.81972122192383,-14.134166717529297,864
SJOP,Minas da Conceição Heliport,-43.252886,-19.650479,3054
SJOQ,Cristália Heliport,-46.717498779296875,-22.467777252197266,2185
SJOT,Oliveira Heliport,-48.934243,-27.105627,131
SJOU,Minerva Paranatinga Airport,-54.03456,-14.462784,1627
SJOV,C.B.E. - Companhia Brasileira de Equipamentos Heliport,-48.344165802,-24.1486110687,2474
SJOW,Fazenda Guadalupe Airport,-50.52694320678711,-20.981666564941406,1188
SJOX,Fazenda Brinquinho Airport,-46.244999,-12.825,3145
SJOY,Jorge Luiz Stocco Airport,-49.80028,-25.40068,3438
SJOZ,Faria Lima Square Heliport,-46.682732,-23.588629,2612
SJPB,Guarapiranga Golfe Heliport,-46.78166580200195,-23.787500381469727,2487
SJPD,Riacho Verde Heliport,-35.772499084472656,-8.256111145019531,1664
SJPE,Praia da Armação Heliport,-45.343055725097656,-23.73500061035156,10
SJPF,Polícia Federal Heliport,-54.572498,-25.515833,709
SJPI,Fazenda Pirapitinga Airport,-48.634816,-15.417558,2323
SJPJ,Prefeitura do Município de Jundiaí Heliport,-46.90027618408203,-23.171388626098633,2454
SJPM,Capitão PM Cidimar Antunes de Almeida Heliport,-43.12333297729492,-22.86666679382324,13
SJPO,Xingó Airport,-37.777803,-9.5879740000000009,781
SJPP,Aero Rural Airport,-56.00444412231445,-9.85694408416748,879
SJPQ,Fazenda Buriti Airport,-47.225277,-16.319721,3215
SJPV,Fazenda Cedro Airport,-56.184574,-12.970052,1378
SJPW,Fazenda Guimarães II Airport,-56.371944427490234,-12.901944160461426,1312
SJPX,Fazenda Cidade Verde Airport,-54.3722229004,-15.4152784348,2028
SJPZ,Fazenda Santo Antônio Heliport,-45.01277923583984,-3.1161110401153564,59
SJQA,Fazenda Clarim Airport,-46.239696,-13.201802,3241
SJQC,Jequitimar Heliport,-46.18722152709961,-23.968332290649418,36
SJQE,Graciosa Airport,-49.050479,-25.407713,2999
SJQF,Fazenda Londrina Airport,-57.755001068115234,-13.355555534362791,1690
SJQG,HSBC Heliport,-49.279998779296875,-25.502500534057617,2956
SJQI,Porto Jofre Airport,-56.773707,-17.358759,361
SJQK,Barra do Vento Airport,-60.81420135498047,2.6955599784851074,279
SJQL,Águas Claras Aviação Agrícola Airport,-47.555554,-19.322112,3117
SJQM,Fazenda Valor Heliport,-45.202893,-3.650974,115
SJQN,Quirinópolis Airport,-50.40919876098633,-18.44610023498535,1922
SJQP,Estância Rebog Airport,-50.628347,-12.801619,801
SJQQ,Fazenda Terra Alta Airport,-50.99277877807617,-2.865000009536743,66
SJQR,Jacarezinho Airport,-50.900817,-21.14233,1312
SJQT,Fazenda Haras RPC Airport,-43.92747,-20.169079,4209
SJQW,Warna Roos Heliport,-53.21666717529297,-28.18111038208008,1804
SJQX,Fazenda Uruará Airport,-53.393923,-3.523351,797
SJQY,Terminal do Solimões Heliport,-63.163612365722656,-3.944166898727417,112
SJRB,Fazenda VR Airport,-52.505001068115234,-10.113056182861328,1191
SJRC,Serra da Borda Airport,-59.68805694579999,-14.8272218704,1575
SJRD,Ilha Josefa Heliport,-44.3922233581543,-23.040555953979492,131
SJRE,Vila Adail Heliport,-47.390181,-23.050326,1975
SJRF,Lavalpa Heliport,-45.97639083862305,-23.293611526489254,1968
SJRG,Rio Grande Regional Airport,-52.167184,-32.083065,27
SJRH,Fazenda Galheiro Airport,-54.59972381591797,-15.308055877685549,1788
SJRI,Condomínio Boa Esperança Airport,-45.44138717651367,-8.406389236450195,1825
SJRK,Agropecuária São Roberto Airport,-50.93027877807617,-9.232221603393556,860
SJRM,Monte das Oliveiras Heliport,-46.52027893066406,-23.665000915527344,2566
SJRN,Carlos Gomes Center Heliport,-51.176666259765625,-30.031389236450195,419
SJRO,Fazenda Santa Elisa Airport,-50.6349983215332,-20.530555725097656,1312
SJRP,Fazenda Santângelo Agropecuária Airport,-56.371142999999996,-20.13247,479
SJRQ,Hospital São Camilo Pompéia Heliport,-46.688331604,-23.533889770499997,2703
SJRR,Fazenda Barreiro Airport,-50.9283332824707,-17.054166793823242,2461
SJRS,Fazenda Guanabara Airport,-51.4033317565918,-21.343610763549805,1017
SJRV,PCH Garganta da Jararaca Airport,-57.61555480957031,-13.38611125946045,1394
SJRW,PCH Buriti Airport,-52.690202,-19.341592,1608
SJRX,Grupamento Aéreo da Polícia Militar Heliport,-46.493669,-24.034368,6
SJRY,Mega Mix Heliport,-46.618638,-23.535898,2526
SJRZ,João Domingues de Araújo Helipad,-46.694019,-23.604645,2631
SJSA,Fazenda Aimorés Airport,-54.5977783203125,-22.789722442626953,1263
SJSD,Fazenda São Bento Airport,-55.123229,-21.071248,1752
SJSE,Serabi Airport,-55.79499816894531,-6.3197221755981445,1017
SJSG,Usina Serra Grande Heliport,-36.07027816772461,-8.978055953979492,1175
SJSH,Fly Ville Airport,-48.614509,-27.372117,33
SJSL,Fazenda Santa Luiza Airport,-53.499599,-23.350885,1162
SJSN,Fazenda Carvalho Airport,-49.36138916015625,-14.83666706085205,1871
SJSO,Fazenda Divisão II Airport,-56.321154,-12.968735,1342
SJSR,Fazenda Santa Rosa Airport,-49.763057708740234,-13.99222183227539,1044
SJSS,Agrifor Airport,-55.69527816772461,-12.508333206176758,1100
SJST,Umbará Energy Heliport,-49.293609619140625,-25.604167938232425,2798
SJSU,Fazenda São Marcus Airport,-53.795096,-23.561605,958
SJSV,Fazenda Guiné Airport,-46.191348,-20.248257,2495
SJTB,Fazenda Buriti Airport,-55.622501373291016,-15.46500015258789,2451
SJTD,Plaza JK Heliport,-46.684444427490234,-23.59055519104004,2618
SJTF,Fazenda Mequens Airport,-62.25749969482422,-13.061944007873535,552
SJTH,Fazenda Pôr do Sol,-47.37075,-16.249545,2963
SJTL,Aero Agrícola Gaivota Airport,-51.54861068725586,-22.97861099243164,1821
SJTM,Santa Cecília Airport,-50.98833465576172,-20.88777732849121,1260
SJTP,Tapurah Airport,-56.502102,-12.722894,1260
SJTS,Terra Santa Airport,-56.488887786865234,-2.0727779865264893,83
SJTT,Fazenda Lagoa do Barro Airport,-49.709442138671875,-13.238611221313477,926
SJTU,Fazenda Tucano Airport,-57.559444427490234,-13.582777976989746,1765
SJTV,Tivoli Center Heliport,-46.73658,-23.628636,2644
SJTX,Fazenda Nelore Heliport,-45.27333450317383,-3.731389045715332,182
SJTY,Gran Meliá Mofarrej Heliport,-46.65583419799805,-23.56416702270508,2969
SJTZ,Dom Eliseu Airport,-47.581668853759766,-4.3027777671813965,800
SJUA,Fazenda Ipanema Airport,-46.1379,-13.621507,3101
SJUB,Fazenda Rio Azul Airport,-60.2216682434,-15.1833333969,896
SJUE,Ecological Center Heliport,-46.87472152709961,-23.53472137451172,2575
SJUF,Silvestre Heliport,-51.88833236694336,0.8561109900474548,446
SJUG,SPEL Embalagens Helipad,-46.652976,-23.059775,2638
SJUH,Fazenda Lagoinha Airport,-47.497779846191406,-19.238611221313477,3346
SJUI,Fazenda São Francisco Heliport,-47.008821,-22.382795,2149
SJUJ,Fazenda Juína Airport,-59.256831,-13.440685,1900
SJUL,Fazenda Rio Pardo Airport,-49.03777694702149,-22.877777099609375,2257
SJUN,Unimed - Nordeste Helipad,-51.200817,-29.164722,2534
SJUQ,Fazenda Vista Alegre Airport,-52.606647,-19.739436,1350
SJUR,Fazenda Reunidas Airport,-54.103724,-13.483526,1575
SJUS,Fazenda Acará Airport,-51.15888977050781,-15.074443817138672,804
SJUT,Cimento Rio Branco Heliport,-49.3193,-25.1954,3066
SJUU,Fazenda Paraná Airport,-46.87111282348633,-14.028056144714355,1450
SJUW,CPFL Sede Heliport,-47.04499816894531,-22.857778549194336,2350
SJUX,MBP - Metalúrgica Barra do Piraí Heliport,-43.85166549682617,-22.476388931274418,1182
SJUY,Sinal Empreendimentos Heliport,-41.934444427490234,-22.48833274841309,33
SJUZ,Santo Aleixo Heliport,-46.79194259643555,-22.920833587646484,3006
SJVA,DJY Heliport,-46.685405,-23.597377,2603
SJVD,Fazenda Nazaré Airport,-45.248167,-17.848373,2513
SJVE,VR Campos do Jordão Heliport,-45.544166564941406,-22.74333381652832,5673
SJVH,Condomínio Edifício Mansão Macedo Heliport,-38.501288,-3.729614,276
SJVI,Zona 01 Heliport,-48.591967,-27.142204,23
SJVJ,Chácara da Capela Heliport,-47.709308,-23.126099,1676
SJVK,Pian Airstrip,-51.895627,-31.079916,72
SJVL,Fazenda Cachoeirinha Airport,-47.129459,-19.359251,3281
SJVM,Estância Califórnia Airport,-56.12944412231445,-9.89194393157959,945
SJVO,Aragarças Airport,-52.2411,-15.8994,1061
SJVP,Vila Pitinga Airport,-60.0838890076,-0.799166977406,876
SJVR,Fazenda São Joaquim Airport,-56.48722076416016,-21.491943359375,1181
SJVS,Vale do Paranaíba Airport,-49.68694305419922,-18.70305633544922,1739
SJVT,Rio Negro Heliport,-42.266684,-21.910653,781
SJVX,Pagrisa Airport,-47.76333236694336,-3.7005560398101807,453
SJWE,Fazenda Araribá Airport,-52.848331451416016,-13.404722213745115,1279
SJWF,Mima Heliport,-41.024102,-21.64749,16
SJWG,Itagro Airport,-55.696214,-29.779866,328
SJWI,Fazenda Flor Airport,-53.755278,-21.500833,1355
SJWJ,HPE Helipad,-46.703181,-23.669927,2424
SJWK,FIEC Helistop,-38.509286,-3.740863,131
SJWL,Botuvera Airport,-53.982009,-13.58332,1654
SJWN,Fazenda Santa Dulcina Airport,-49.257689,-23.56246,2083
SJWP,Warpol Airport,-45.928568,-12.621524,2687
SJWQ,Aeroclube de Birigui - CMTE Munir Djabak Airport,-50.305613,-21.21655,1338
SJWR,Heligalo Heliport,-44.201768,-23.034234,344
SJWS,Praia de Olaria Heliport,-45.405451,-23.766744,13
SJWV,Fazenda São Judas Airport,-50.424442291259766,-13.378055572509766,1030
SJWW,Fazenda Cachoeira Preta Airport,-53.21611022949219,-20.02138900756836,1083
SJWX,Rio Alegre Airport,-52.51561,-22.57281,942
SJWY,Parkway Heliport,-47.971782,-15.911695,3724
SJWZ,E-Tower Helipad,-46.690398,-23.593762,2861
SJXB,Aquapey Airport,-58.804064,-15.762033,600
SJXC,Usina Santa Cruz Airport,-39.358055,-16.183056,410
SJXD,Escarpas Heliport,-46.00361251831055,-20.640277862548828,2602
SJXF,RDB Heliport,-39.255705,-3.223128,30
SJXG,Fazenda Agroplan Airport,-52.861164,-11.662765,1083
SJXJ,Alimentos Dallas Airport,-54.389028,-21.454039,1404
SJXK,Eldorado Helipad,-46.697742,-23.573408,2831
SJXL,Hospital Unimed Primavera Helipad,-42.815899,-5.057847,249
SJXM,Carolina de Assis Repetto Airport,-43.891947,-21.730022,3452
SJXP,Alice Maria Sampaio Ferreira Heliport,-46.694571,-23.611173,2579
SJXQ,Ribeirão Shopping Heliport,-47.818122,-21.21176,2037
SJXR,B. Cao Viño Heliport,-46.417628,-24.009943,177
SJXS,Veracel Airport,-39.363887786865234,-16.10444450378418,434
SJXT,Iguassú Heliport,-44.192779541,-23.121110916099997,16
SJXV,Fazenda Bela Vista Airport,-55.054443359375,-22.93111038208008,1256
SJXX,Recreio Airport,-55.540557861328125,-22.679443359375,1968
SJXY,Piratas Mall Helistop,-44.301862,-23.003974,7
SJYD,Fazenda Kajussol Airport,-61.686668395996094,-11.9647216796875,636
SJYE,Água Fria Airport,-60.277198791503906,4.620560169219971,994
SJYF,Ajarani Airport,-61.475799560546875,2.007780075073242,594
SJYG,Alto Mucajaí Airport,-62.22140121459961,2.765000104904175,237
SJYH,Fazenda Cachoeira Alta Airport,-50.969022,-8.780178,1020
SJYI,Araí Airport,-60.847198486328125,4.44389009475708,1500
SJYJ,Aratha-Ú Airport,-63.78139877319336,3.160830020904541,236
SJYK,Baixo Catrimani Airport,-62.218299865722656,1.0711100101470947,171
SJYL,Baixo Mucajaí Airport,-62.01940155029297,2.7369399070739746,499
SJYM,Bala Airport,-60.60329818725586,3.8372199535369873,348
SJYN,Centro Empresarial Araguaia II - CEA II Helipad,-46.840859,-23.502096,2687
SJYO,Bananal Airport,-60.585601806640625,4.632780075073242,892
SJYP,Bananeira Airport,-60.19390106201172,4.321109771728516,892
SJYQ,Barreirinha Airport,-60.28783,4.330405,1194
SJYR,Caju Airport,-60.510851,4.709441,794
SJYS,Camará Airstrip,-60.182043,3.990654,594
SJYT,Campo Formoso Airport,-60.771013,4.717904,1194
SJYU,Campo Grande Airstrip,-60.800278,4.685556,1194
SJYV,Cauê-Apiaí Heliport,-48.850213,-24.517239,2963
SJYW,Fazenda Santa Terezinha Airport,-50.949444,-10.319167,751
SJYX,Foz do Chopim Heliport,-53.12309,-25.571932,1240
SJZB,Vale do Tucanã Airport,-58.645019,-10.682237,909
SJZC,Destilaria São Luiz Airport,-35.78499984741211,-8.778888702392578,1371
SJZD,Fazenda Bandeiras Airport,-56.70305633544922,-17.8619441986084,361
SJZF,Fazenda Campo Triste Airport,-52.028074,-20.629329,1197
SJZH,Fazenda Rio do Fogo Airport,-55.001118,-10.887441,1168
SJZI,Monte Carmelo Heliport,-46.330767,-23.958315,108
SJZJ,Villa Dória Heliport,-45.52958,-22.698136,5223
SJZK,Projac Heliport,-43.405984,-22.960169,89
SJZL,Banco Santander Helipad,-46.690972,-23.591245,2815
SJZN,Campo Bahia Resort Heliport,-39.009167,-16.241667,10
SJZP,Mathovi Airport,-55.465929,-9.837772,912
SJZS,Fazenda Canel Airport,-44.8224983215332,-7.539999961853027,1280
SJZT,Fazenda Busato II Airport,-43.737819,-13.242396,1500
SJZU,Seculum Heliport,-46.683832,-23.584023,2605
SJZV,Terras de São José Heliport,-47.295626,-23.298859,2037
SJZW,Fazenda Regina Airport,-48.737621,-23.288179,2044
SJZY,Centro Administrativo Rio Negro Heliport,-46.848637,-23.500526,2739
SJZZ,Fazenda Passo Fundo Airport,-53.933451,-15.013956,2070
SNAB,Araripina Airport,-40.535431,-7.586417,2428
SNAC,Fazenda Santa Rosa Airport,-50.091425,-7.033812,699
SNAD,Fazenda Águia Branca Airport,-46.777507,-3.327482,410
SNAE,Arcoverde Airport,-37.088333,-8.407778,2126
SNAG,Araguari Airport,-48.190498,-18.668301,3107
SNAI,Fazenda Nossa Senhora das Graças Airport,-53.803235,-22.742494,997
SNAJ,Fazenda Jaguaré Airport,-48.329964,-3.419487,436
SNAK,Carajás Heliport,-50.074194,-6.077553,2142
SNAL,Arapiraca Airport,-36.628983,-9.776589,886
SNAN,Empresa Agrícola Chiapeta Airport,-53.877368,-28.066857,1562
SNAO,Trimonte Jorge Mussi Airport,-42.05293,-22.513224,10
SNAP,Janaúba Airport,-43.322905,-15.731948,1745
SNAQ,Elisa Heliport,-46.780182,-23.154728,2690
SNAR,Cirilo Queiróz Airport,-40.684024,-16.165579,640
SNAS,Três Marias Airport,-45.188999,-18.222401,2579
SNAU,Aeroclube de Sergipe Airport,-37.082921,-10.901452,26
SNAV,Agrovale Airport,-40.36996,-9.504348,1289
SNAX,Marcelo Pires Halzhausen Airport,-50.455983,-22.638601,1850
SNBB,Fazenda Agronol Airport,-45.723528,-11.954774,2464
SNBC,Barra do Corda Airport,-45.215833,-5.5025,526
SNBF,Fazenda Vale Verde Airport,-52.749112,-13.356903,1217
SNBG,Baixo Guandu - Aimorés Airport,-41.041801,-19.499001,262
SNBH,Biocor Helipad,-43.944905,-19.981481,3907
SNBI,Bacabal Airport,-44.82,-4.22771,64
SNBL,Fazenda Agropecuária Camargos Airstrip,-46.7692,-16.55293,2067
SNBM,Cristiano Ferreira Varella Airport,-42.394402,-21.126101,886
SNBN,Balbinot Airport,-50.491668701171875,-2.875833034515381,203
SNBQ,Bela Cintra Heliport,-46.658533,-23.553977,2864
SNBR,Dom Ricardo Weberberger Airport,-45.008999,-12.0789,2451
SNBS,Balsas Airport,-46.053364,-7.525305,948
SNBT,Benedito Leite Airport,-44.550556,-7.216944,984
SNBU,Fazenda Alegria Heliport,-44.056764,-19.359449,2211
SNBX,Barra Airport,-43.147499,-11.0808,1345
SNBZ,Paramirim Airport,-42.229164,-13.490582,1788
SNCA,Campo Belo Airport,-45.33509826660156,-20.89229965209961,3182
SNCB,Castanhal Airport,-53.939720153808594,-2.523611068725586,502
SNCD,Catuama Heliport,-34.875831604003906,-7.690556049346924,16
SNCE,Campo do Meio Airport,-45.8046989440918,-21.10610008239746,2559
SNCH,UTGCA Heliport,-45.49811,-23.657645,26
SNCI,Cibrasa Airport,-47.20059967041016,-1.2309999465942385,174
SNCJ,Piquiatuba Airport,-54.711039,-2.543727,407
SNCL,Lorenzo Airport,-38.91,-13.389444,3
SNCM,Caponga Heliport,-38.208889,-4.023611,20
SNCN,Parque Cidade Heliport,-47.893569,-15.795914,3855
SNCO,Agropecuária Santa Paola Airport,-55.063155,-23.516971,1204
SNCP,Planalto Serrano Regional Airport,-50.358253,-27.634128,2887
SNCR,Viganó I Heliport,-43.9555549621582,-19.963056564331055,3426
SNCS,Campos Sales Airport,-40.358274,-7.051714,2001
SNCT,Ubaporanga Airport,-42.112099,-19.7253,2067
SNCV,Campina Verde Airport,-49.497425,-19.551478,1805
SNCW,Alcântara Space Center Airport,-44.3964,-2.373,148
SNCX,Colatina Airport,-40.579362,-19.487476,502
SNCY,Campo da Praia Airport,-36.285352,-10.222636,138
SNCZ,Ponte Nova Airport,-42.916500091552734,-20.40329933166504,1877
SNDA,Fazenda Vale Formoso Airstrip,-58.649722,-15.381944,778
SNDC,Redenção Airport,-49.979687,-8.031188,679
SNDD,Fazenda Eldorado Airport,-45.26903,-3.692355,118
SNDE,BNDES Heliport,-43.180207,-22.908681,440
SNDH,Aba Airport,-45.033695,-12.162858,1682
SNDK,C.T.O Itaú Heliport,-46.618610382099995,-23.5580558777,2661
SNDL,Luciano Cavalcante Heliport,-39.12623,-3.345783,46
SNDM,Karina Heliport,-46.4352,-23.4404,2532
SNDN,Cemaden - CIGE Heliport,-38.425784,-12.94398,256
SNDO,Ouro Branco Airport,-47.015343,-16.711423,3031
SNDQ,Fazenda Soya Airport,-45.56944274902344,-12.92111110687256,2549
SNDR,Domingos Rego Airport,-42.873699,-5.07979,373
SNDT,Diamantina Airport,-43.650398254399995,-18.232000351,4446
SNDU,Ponta Do Sol Airport,-45.998056,-20.638333,2854
SNDV,Brigadeiro Cabral Airport,-44.870899200439,-20.180700302124,2608
SNDX,Cachoeira Airport,-36.32638931274414,-10.039999961853027,345
SNEB,Nagib Demachki Airport,-47.316474,-3.019798,443
SNEC,Outeiros da Brisas Airport,-39.142413,-16.712959,130
SNED,Sócrates Rezende Airport,-38.954700469971,-15.666999816895,19
SNEE,Vacaria Airport,-51.023322,-28.43248,2999
SNEF,Praia de Santa Rita Heliport,-44.645556,-23.190833,49
SNEG,Fazenda Netolândia Airport,-57.888688,-14.650115,1066
SNEI,Fazenda São Miguel Airport,-52.169479,-30.175022,243
SNEO,Dezoito Airport,-49.199524,-16.438905,2700
SNEQ,Ouro Negro Heliport,-43.222778,-22.912778,282
SNET,Fazenda Estrela Airport,-55.215984,-21.273939,1539
SNEU,Euclides da Cunha Airport,-39.03269958496094,-10.527299880981444,1499
SNEV,Posthaus Heliport,-49.138813,-26.880945,105
SNEW,Fazenda Congonhas Airport,-50.95130157470703,-19.662599563598633,1375
SNEZ,Fazenda Palmeira do Capim Airport,-50.714757,-15.960277,1220
SNFA,Fazenda Vale Verde III Airport,-46.521124,-16.716028,1795
SNFB,Fazenda Minas Gerais Airport,-59.047437,-14.773264,2395
SNFE,Comandante Paschoal Patrocínio Filho Airport,-45.932098,-21.4314,2871
SNFF,Feijó Airport,-38.614597,-3.809903,82
SNFG,Citropar Airport,-47.184196,-1.840391,220
SNFH,Fazenda Dom Felipe Airport,-55.381143,-22.559118,1864
SNFI,Fazenda São José do Parnaíba Airport,-48.86166763305664,-18.387500762939453,1676
SNFJ,Pousada Thaimaçu Airport,-56.59333419799805,-9.06277847290039,751
SNFN,Fazenda Santa Fé Airport,-47.87,-20.94,1739
